ARRIVAL_TIME,USERID,INCOME,ENTERTAINMENT,BABY,GENDER,SHOPPING,user_lon,user_lati,DURATION,SHOPID,shop_lon,shop_lati,class,train
20140821144312,6772,2,1,1,2,7,115.494100,38.863650,34,4995,115.501742,38.865270,6,"1"
20140821144313,246,2,1,1,2,7,114.698450,39.346470,29,10886,114.702076,39.366218,1,"1"
20140821144328,9466,2,1,1,2,7,115.491910,38.855470,19,9225,115.493873,38.857087,1,"1"
20140821144357,9675,1,2,1,1,5,115.379390,38.815200,18,648,115.453042,38.835161,1,"1"
20140821144514,3238,2,6,0,1,5,115.278350,38.781784,17,7345,115.490409,38.863472,8,"1"
20140821144537,358,2,1,1,2,7,115.965675,38.928513,35,10576,115.999187,38.929791,1,"1"
20140821144541,8354,2,1,1,2,7,115.483490,38.889053,31,4965,115.485346,38.901599,6,"1"
20140821144559,6433,2,1,1,2,7,114.993100,38.475430,33,8822,114.994065,38.476440,1,"1"
20140821144620,5203,2,1,1,2,2,114.181960,38.852570,35,8506,114.186973,38.852886,1,"1"
20140821144642,5181,2,3,1,2,8,115.496390,38.856945,28,4963,115.497478,38.889833,6,"1"
20140821144644,4210,3,3,0,1,9,115.479920,38.856680,35,4940,115.484951,38.857333,6,"1"
20140821144653,5008,1,2,1,2,4,115.045000,38.633750,25,1778,115.060845,38.642850,6,"1"
20140821144724,4082,2,2,0,1,5,116.048060,38.960556,36,5295,116.062599,38.973339,6,"1"
20140821144800,6448,2,6,0,1,6,115.444050,38.859370,30,9226,115.469700,38.876611,1,"1"
20140821144808,183,2,6,0,1,5,115.444050,38.859370,27,7273,115.447519,38.870607,8,"1"
20140821144832,5510,2,2,0,1,5,115.489420,38.862667,16,533,115.490651,38.863205,8,"1"
20140821144839,2497,3,3,0,1,9,116.023140,39.104218,18,6270,116.033138,39.124422,6,"1"
20140821144848,6929,2,1,1,2,7,116.093180,38.987774,28,10782,116.099203,39.000381,1,"1"
20140821144908,6896,2,1,1,2,7,115.021560,38.612200,25,3257,115.499739,38.775159,6,"1"
20140821145017,7716,2,6,0,1,5,115.467600,39.319350,38,11011,115.484962,39.339136,1,"1"
20140821145151,6004,2,1,1,2,7,115.362500,38.435300,33,2155,115.387931,38.469547,6,"1"
20140821145231,1240,3,1,0,1,6,115.466270,38.812340,23,9090,115.490944,38.821620,1,"1"
20140821145244,9704,3,3,0,1,9,115.775900,38.688683,36,3536,115.779776,38.689377,6,"1"
20140821145249,7072,2,1,1,2,7,115.480316,38.828710,33,4940,115.484951,38.857333,6,"1"
20140821145309,7071,2,6,0,1,5,115.475400,38.910670,29,9064,115.476871,38.912107,1,"1"
20140821145311,3844,2,2,0,1,5,114.975975,38.746124,24,7722,114.988431,38.754045,8,"1"
20140821145317,7075,2,6,0,1,5,115.495834,38.890835,33,7955,115.496841,38.899718,8,"1"
20140821145348,6091,2,1,1,2,7,115.427820,38.863945,26,9127,115.461408,38.868599,1,"1"
20140821145404,5186,2,1,1,2,7,116.007260,39.484150,34,11849,116.007795,39.488851,1,"1"
20140821145408,5298,2,2,0,1,5,116.103450,38.991140,38,61,116.114198,38.992130,8,"1"
20140821145422,2874,2,1,1,2,7,115.047500,39.232780,35,5858,115.082756,39.253699,6,"1"
20140821145519,2614,2,1,1,2,7,115.476670,38.696390,18,9652,115.497146,38.770075,1,"1"
20140821145527,4903,2,2,0,2,4,115.742760,38.547794,23,416,115.782600,38.685441,8,"1"
20140821145538,1895,3,3,0,1,9,115.877396,39.309998,28,4753,115.891077,39.312574,6,"1"
20140821145559,2326,2,6,0,1,5,115.656944,39.026390,31,7942,115.662431,39.027490,8,"1"
20140821145651,1066,2,1,1,2,2,116.032104,39.107105,17,11640,116.036574,39.111189,1,"1"
20140821145659,2804,2,1,1,2,2,115.379390,38.815200,18,9118,115.405682,38.826827,1,"1"
20140821145704,7762,2,1,0,1,5,115.637390,39.011734,18,659,115.651984,39.026130,3,"1"
20140821145705,5832,2,6,0,1,5,115.443440,38.865097,21,7273,115.447519,38.870607,8,"1"
20140821145752,4047,3,3,0,1,9,114.991520,38.495330,16,782,114.998523,38.496211,6,"1"
20140821145828,6262,2,6,0,1,5,115.442780,38.878613,29,9200,115.612126,38.890191,1,"1"
20140821145846,9350,2,1,1,2,7,115.454720,38.865000,26,4440,115.457194,38.865431,6,"1"
20140821145922,2748,2,6,0,1,6,115.497280,38.771520,18,7361,115.516357,38.843944,5,"1"
20140821145929,2973,3,3,0,1,9,116.092500,38.979443,37,5576,116.105520,38.999077,6,"1"
20140821145958,569,2,1,1,2,2,115.450900,38.836630,27,9270,115.452420,38.859131,1,"1"
20140821150041,8313,2,1,1,2,7,116.023160,39.129814,18,11574,116.037101,39.130748,1,"1"
20140821150045,9723,3,3,0,1,9,114.991100,38.751460,29,1881,115.145986,38.756739,6,"1"
20140821150050,7908,2,1,1,2,7,115.452720,38.888570,19,3826,115.455551,38.891005,6,"1"
20140821150111,2960,1,2,1,1,5,115.500790,38.831380,34,7304,115.504859,38.850301,8,"1"
20140821150200,4969,3,3,0,1,9,115.467600,39.319350,32,5905,115.522687,39.353993,6,"1"
20140821150214,1443,2,6,0,1,5,115.295500,38.806900,35,4919,115.411406,38.880284,6,"1"
20140821150216,5261,2,6,0,1,5,115.385956,38.860718,18,7273,115.447519,38.870607,8,"1"
20140821150218,2222,2,1,1,2,2,115.533050,38.882700,34,9291,115.551557,38.911777,1,"1"
20140821150224,7518,2,3,1,2,8,115.324220,38.971090,27,10493,115.359672,39.000619,1,"1"
20140821150301,2839,1,1,1,2,1,115.316390,38.960000,17,9147,115.363791,39.014231,3,"1"
20140821150304,8229,1,2,1,1,5,115.497000,38.902000,21,7315,115.497418,38.903157,8,"1"
20140821150334,9517,2,6,0,1,5,115.486755,38.873230,17,3790,115.488512,38.889025,6,"1"
20140821150335,4518,2,2,0,1,5,114.975280,38.753330,18,7722,114.988431,38.754045,8,"1"
20140821150340,2127,3,3,0,1,9,115.454720,38.619450,30,3212,115.474793,38.646358,6,"1"
20140821150418,90,2,1,1,2,7,116.016945,39.119720,17,6472,116.037866,39.128145,6,"1"
20140821150504,2972,2,1,0,1,5,115.371660,39.032360,32,10495,115.390304,39.036703,1,"1"
20140821150508,2395,2,1,1,2,7,115.021560,38.612200,28,3147,115.165139,38.712361,6,"1"
20140821150514,401,2,3,1,2,8,115.128110,38.709920,29,9593,115.182080,38.720765,1,"1"
20140821150514,4407,2,1,1,2,7,115.443610,38.534440,26,9669,115.458916,38.578524,1,"1"
20140821150528,5634,2,6,0,1,5,115.601685,38.869442,18,7942,115.662431,39.027490,8,"1"
20140821150557,6136,2,6,0,1,5,114.991450,38.495700,36,782,114.998523,38.496211,6,"1"
20140821150559,6741,2,3,1,2,8,115.462250,38.865200,27,9235,115.462531,38.870607,1,"1"
20140821150610,4651,2,1,1,2,7,114.482350,39.224487,36,10887,114.658727,39.275815,1,"1"
20140821150614,6305,2,1,1,2,7,115.490750,38.909150,22,9120,115.500920,38.911931,1,"1"
20140821150651,4450,1,2,1,1,5,115.510120,38.865180,34,7316,115.510680,38.879483,8,"1"
20140821150657,9495,2,1,1,2,7,115.465140,38.883880,36,4883,115.466324,38.884244,6,"1"
20140821150709,3208,3,3,0,1,9,114.674740,39.349720,29,5714,114.679532,39.354733,6,"1"
20140821150742,288,1,2,1,1,5,115.400000,38.874200,36,9333,115.423060,38.875558,1,"1"
20140821150752,7823,1,2,1,1,5,115.657660,39.007190,25,7352,115.662431,39.027490,8,"1"
20140821150806,8988,2,6,0,1,5,115.485275,38.858055,29,7299,115.486744,38.864616,8,"1"
20140821150820,7836,2,1,1,2,2,115.478510,38.929470,16,9228,115.479761,38.943936,1,"1"
20140821150827,9860,2,1,1,2,7,115.463010,38.891567,18,3766,115.466068,38.896004,6,"1"
20140821150855,6534,2,6,0,1,5,115.525030,38.924030,25,26,115.573532,38.956745,8,"1"
20140821150921,4447,2,6,0,1,5,116.088210,38.982037,22,46,116.102851,38.989823,8,"1"
20140821150940,8632,2,3,1,2,8,114.614720,39.348550,25,5618,114.634688,39.350966,6,"1"
20140821151139,3671,2,1,1,2,7,115.537600,38.856434,35,5933,115.763953,39.215050,6,"1"
20140821151214,7820,2,6,0,1,5,115.476230,38.817330,40,9183,115.477776,38.827263,1,"1"
20140821151220,6169,2,2,0,1,5,115.461790,38.872110,34,4987,115.475502,38.883085,6,"1"
20140821151245,6409,2,6,0,1,5,115.482080,38.899510,33,5034,115.490108,38.901529,6,"1"
20140821151304,5597,2,6,0,1,5,115.565834,38.942500,39,26,115.573532,38.956745,8,"1"
20140821151404,3757,1,2,1,1,5,115.441330,38.845640,29,9015,115.482739,38.849810,1,"1"
20140821151420,2486,3,1,0,1,6,115.669440,38.827860,22,10534,115.737941,38.842342,1,"1"
20140821151452,7967,2,6,0,1,5,115.453070,38.846504,36,9151,115.461327,38.853202,1,"1"
20140821151530,5650,2,1,1,2,7,115.546800,38.866920,18,4788,115.772267,39.222646,6,"1"
20140821151538,8808,2,6,0,1,5,115.933470,38.931038,34,37,115.938263,38.937980,8,"1"
20140821151552,5670,3,3,0,1,9,114.987650,38.743290,30,3028,114.988304,38.750366,6,"1"
20140821151554,7963,1,2,1,1,5,115.526910,39.346630,17,11036,115.551909,39.360298,1,"1"
20140821151725,5186,2,1,1,2,7,116.007260,39.484150,30,6662,116.008888,39.488851,6,"1"
20140821151736,4994,2,1,1,2,7,114.710230,39.346410,18,5654,114.721733,39.352696,6,"1"
20140821151824,4258,2,1,1,2,7,115.461945,38.858334,37,9174,115.465728,38.868493,1,"1"
20140821151926,6174,2,1,1,2,7,115.474800,38.860725,27,9170,115.476874,38.862256,1,"1"
20140821151946,9512,2,1,1,2,7,116.023160,39.129814,24,11574,116.037101,39.130748,1,"1"
20140821151947,8789,2,7,0,2,8,115.320560,38.416110,30,307,115.334951,38.423584,5,"1"
20140821151956,3287,2,6,0,1,5,116.023140,39.104218,31,6400,116.032918,39.123967,6,"1"
20140821152000,8677,2,6,0,1,5,115.492200,38.858310,25,7949,115.587363,38.892739,8,"1"
20140821152055,3382,2,2,0,1,5,115.500220,38.871563,34,7956,115.510312,38.874189,8,"1"
20140821152101,7711,2,1,1,2,7,114.829250,38.850130,31,10382,114.832298,38.851130,1,"1"
20140821152135,2761,2,1,0,1,5,114.980830,38.515850,24,249,115.000539,38.520704,8,"1"
20140821152145,2613,2,2,0,1,5,115.082830,38.663630,31,7310,115.441688,38.887165,8,"1"
20140821152210,5296,3,3,0,1,9,115.491910,38.855470,32,9225,115.493873,38.857087,1,"1"
20140821152235,638,3,3,0,1,9,115.495100,39.349384,25,4631,115.496007,39.350918,6,"1"
20140821152244,5599,2,1,1,2,7,115.476120,38.726620,29,3234,115.497538,38.768534,6,"1"
20140821152248,2887,1,2,1,1,5,115.547780,38.912030,36,7942,115.662431,39.027490,8,"1"
20140821152251,6197,3,3,0,1,9,115.258310,38.909110,29,4345,115.269305,38.916676,6,"1"
20140821152259,6359,2,7,0,2,8,115.452720,38.888570,32,9051,115.452976,38.891483,1,"1"
20140821152333,352,2,1,1,2,7,115.962900,39.483600,23,6662,116.008888,39.488851,6,"1"
20140821152405,8072,2,1,0,2,2,115.441330,38.845640,22,3864,115.468225,38.865958,6,"1"
20140821152449,1437,2,6,0,1,5,115.460730,38.845634,28,9015,115.482739,38.849810,1,"1"
20140821152511,8999,2,6,0,1,5,115.441060,38.849110,36,9164,115.461687,38.865761,1,"1"
20140821152515,2631,2,1,1,2,7,115.463060,38.900833,23,9318,115.470517,38.901627,1,"1"
20140821152524,7958,3,3,0,1,9,114.987650,38.743290,19,3028,114.988304,38.750366,6,"1"
20140821152524,8658,2,6,0,1,5,115.485275,38.858055,27,4966,115.486941,38.859679,6,"1"
20140821152602,5527,1,2,0,1,6,115.352610,38.998340,21,4,115.551501,39.050749,8,"1"
20140821152608,8018,2,1,1,2,7,114.648680,38.601960,28,10482,115.475695,38.882952,1,"1"
20140821152624,5846,2,6,0,1,5,115.519480,38.864250,18,7932,115.536459,38.865157,8,"1"
20140821152700,8360,2,1,1,2,2,116.023160,39.129814,30,11725,116.064852,39.140025,1,"1"
20140821152748,1536,2,1,1,2,7,114.982780,38.521110,24,8734,115.019354,38.521728,1,"1"
20140821152748,4030,1,2,1,2,4,115.784035,38.682990,28,9900,115.786134,38.695227,3,"1"
20140821152808,4746,2,1,1,2,2,116.032104,39.107105,40,11640,116.036574,39.111189,1,"1"
20140821152902,7887,2,1,1,2,2,115.322480,38.405500,26,8972,115.333775,38.408048,1,"1"
20140821152910,6961,2,1,1,2,7,115.461640,38.871040,30,9326,115.502131,38.923097,1,"1"
20140821152920,549,2,6,0,1,5,115.378240,38.775430,18,7969,115.489396,38.863577,8,"1"
20140821152924,3013,2,7,0,1,5,115.446470,38.833150,22,7360,115.450844,38.835400,5,"1"
20140821152934,9079,3,1,0,1,5,115.449100,38.826790,29,9241,115.464749,38.830959,1,"1"
20140821153034,1109,2,6,0,1,5,115.581850,38.966420,36,7942,115.662431,39.027490,8,"1"
20140821153045,3028,3,3,0,1,9,115.504420,38.864796,39,5039,115.506990,38.865024,6,"1"
20140821153058,6631,3,3,0,1,9,115.801000,39.241352,30,5954,115.811514,39.268148,6,"1"
20140821153102,2234,2,6,0,1,5,115.486755,38.873230,33,7967,115.488381,38.873971,8,"1"
20140821153111,6004,2,1,1,2,7,115.618270,38.475530,18,10658,116.100399,38.990153,1,"1"
20140821153119,1712,2,1,1,2,7,115.451840,38.884260,23,9004,115.460483,38.885220,1,"1"
20140821153125,5,3,3,0,1,9,115.508450,39.354040,38,6755,115.661521,39.487508,6,"1"
20140821153126,4346,2,6,0,1,5,115.325690,38.428684,37,1019,115.327492,38.428806,6,"1"
20140821153130,3841,1,2,1,1,5,115.638070,39.029280,30,558,115.641829,39.030636,8,"1"
20140821153134,4983,2,1,1,2,7,114.956340,38.519050,23,1622,114.993035,38.522426,6,"1"
20140821153142,7921,2,6,0,1,5,115.931500,38.916850,22,10554,115.932659,38.921742,1,"1"
20140821153155,2470,1,2,1,1,5,115.706680,39.131180,32,11315,115.846260,39.244814,1,"1"
20140821153155,4317,3,1,0,1,6,115.333220,38.811460,31,4919,115.411406,38.880284,6,"1"
20140821153202,1424,2,2,0,1,5,115.465140,38.883880,29,4883,115.466324,38.884244,6,"1"
20140821153210,517,2,2,0,1,5,116.105100,38.993700,40,5342,116.113121,38.995263,6,"1"
20140821153212,2601,2,4,0,1,6,115.406100,38.820374,38,664,115.474703,38.851994,9,"1"
20140821153213,952,2,1,1,2,7,116.090670,38.996610,26,10772,116.099712,38.998916,1,"1"
20140821153242,1838,2,2,0,1,5,116.103450,38.991140,34,5320,116.104160,38.999161,6,"1"
20140821153249,194,3,3,0,1,9,115.613050,38.763890,21,3295,115.638145,38.766298,6,"1"
20140821153333,1856,2,6,0,1,5,115.351280,38.869130,25,7273,115.447519,38.870607,8,"1"
20140821153408,206,2,6,0,1,5,115.474800,38.860725,28,9214,115.498113,38.862165,1,"1"
20140821153436,5271,2,1,1,2,2,115.327450,38.949883,21,9310,115.335433,38.960063,1,"1"
20140821153515,6328,1,2,1,1,5,115.460785,38.806390,25,9241,115.464749,38.830959,1,"1"
20140821153519,3146,2,6,0,1,5,116.107590,38.982056,31,10759,116.108360,38.985743,8,"1"
20140821153523,5556,2,6,0,1,5,115.427820,38.863945,28,7310,115.441688,38.887165,8,"1"
20140821153529,3397,3,3,0,1,9,116.101280,38.971115,35,5593,116.103238,38.985154,6,"1"
20140821153538,7127,2,1,1,2,7,115.996290,39.482970,25,7244,116.000885,39.493494,6,"1"
20140821153557,7196,3,3,0,1,9,115.460730,38.845634,29,9060,115.475235,38.863486,1,"1"
20140821153624,8989,3,3,0,1,9,115.918800,38.932800,38,5210,115.931525,38.938372,6,"1"
20140821153634,536,2,1,1,2,7,114.834900,38.832400,27,4238,114.881498,38.983071,6,"1"
20140821153635,9066,2,1,0,1,5,115.348130,38.938976,28,9124,115.351477,38.948664,1,"1"
20140821153644,1442,2,2,0,1,5,115.502010,38.860996,30,4920,115.503257,38.863500,6,"1"
20140821153658,4921,1,2,1,1,5,115.643810,39.014640,26,7942,115.662431,39.027490,8,"1"
20140821153735,4144,1,2,1,1,5,115.446080,38.855030,30,7943,115.463187,38.867545,8,"1"
20140821153742,7048,2,1,1,2,2,116.012490,39.393610,19,11217,116.017739,39.404449,1,"1"
20140821153750,8591,1,2,1,1,5,116.021000,39.304420,22,11536,116.078888,39.325951,1,"1"
20140821153757,3102,2,1,1,2,7,114.672450,39.408260,27,11777,114.966019,39.420406,1,"1"
20140821153818,6566,2,1,1,2,7,114.746240,39.341830,20,10939,114.790796,39.345128,1,"1"
20140821153826,2826,2,7,0,2,8,115.353060,38.806946,33,7946,115.454750,38.891504,5,"1"
20140821153850,7031,2,3,1,2,8,115.652000,39.049900,23,11301,115.723526,39.143096,1,"1"
20140821153852,3868,1,2,1,2,4,115.444050,38.859370,17,635,115.474184,38.877637,3,"1"
20140821153938,4800,2,1,1,2,7,115.984170,39.481945,30,7130,116.013158,39.482892,6,"1"
20140821153950,2790,2,2,0,1,5,115.998710,39.493210,22,7163,116.005168,39.497217,6,"1"
20140821153953,5542,2,1,1,2,7,115.364440,38.533610,27,3212,115.474793,38.646358,6,"1"
20140821153958,3731,2,1,1,2,7,115.134120,38.699980,27,1668,115.157071,38.708236,6,"1"
20140821154006,3630,3,3,0,1,9,115.468810,38.754360,23,3209,115.497197,38.759771,6,"1"
20140821154017,4944,2,1,1,2,7,116.023160,39.129814,17,11574,116.037101,39.130748,1,"1"
20140821154045,4222,2,1,1,2,7,115.353060,38.806946,31,9241,115.464749,38.830959,1,"1"
20140821154108,3954,2,1,1,2,7,115.458600,38.891510,16,5034,115.490108,38.901529,6,"1"
20140821154116,6538,2,6,0,1,5,115.502790,38.885120,35,9200,115.612126,38.890191,1,"1"
20140821154117,3308,2,5,0,1,5,115.491910,38.855470,28,3776,115.505012,38.857284,6,"1"
20140821154130,5144,2,3,1,2,8,115.333786,38.955810,25,4915,115.347533,38.963577,6,"1"
20140821154203,3112,2,1,1,2,7,115.505554,38.871113,19,9101,115.507769,38.878016,1,"1"
20140821154208,5923,2,6,0,1,5,115.320770,38.381720,27,8866,115.329855,38.432473,1,"1"
20140821154232,6444,2,1,0,1,5,115.547780,38.912030,35,26,115.573532,38.956745,8,"1"
20140821154337,4073,2,1,1,2,7,114.984200,38.507630,23,8697,114.997979,38.515228,1,"1"
20140821154338,362,3,3,0,1,9,115.753610,39.212055,29,4823,115.783585,39.232847,6,"1"
20140821154340,1700,2,1,1,2,7,114.843210,39.372380,31,10904,114.878471,39.383977,1,"1"
20140821154342,2505,2,1,1,2,7,115.454170,38.881390,18,4861,115.475328,38.892115,6,"1"
20140821154344,5283,2,1,1,2,7,115.497280,38.771520,16,3323,115.498634,38.775110,6,"1"
20140821154402,9854,2,1,1,2,7,116.017360,39.471910,25,7231,116.017848,39.482043,6,"1"
20140821154408,2283,2,1,1,2,2,115.462950,38.817400,23,9165,115.468659,38.830503,1,"1"
20140821154421,8267,2,1,1,2,7,115.485500,38.816708,26,9104,115.492065,38.855296,1,"1"
20140821154425,2974,3,1,0,1,6,116.027830,39.465270,17,11930,116.028230,39.471809,9,"1"
20140821154434,3440,3,3,0,1,9,115.774700,38.680200,30,3536,115.779776,38.689377,6,"1"
20140821154442,7468,2,6,0,1,5,115.465140,38.883880,31,4883,115.466324,38.884244,6,"1"
20140821154519,9548,2,1,1,2,7,115.495100,39.349384,28,4631,115.496007,39.350918,6,"1"
20140821154604,2312,2,1,1,2,7,115.489420,38.862667,23,9312,115.491666,38.864525,1,"1"
20140821154605,7129,2,2,0,1,5,115.483980,38.881058,26,4872,115.485747,38.888274,6,"1"
20140821154649,3888,2,3,1,2,8,115.300530,38.612330,16,9772,115.479239,38.653382,1,"1"
20140821154651,8610,1,2,0,1,5,115.143590,38.689710,31,9604,115.149427,38.694650,1,"1"
20140821154816,6137,3,3,0,1,9,115.482080,38.899510,30,4965,115.485346,38.901599,6,"1"
20140821154835,7999,2,1,1,2,7,115.495260,39.359010,40,4617,115.601705,39.359503,6,"1"
20140821155033,5734,2,1,1,2,2,115.461945,38.858334,26,9060,115.475235,38.863486,1,"1"
20140821155038,49,2,1,1,2,7,115.134120,38.699980,24,9608,115.169836,38.700824,1,"1"
20140821155049,2762,3,3,0,1,9,115.904000,39.388800,26,7068,116.009571,39.482704,6,"1"
20140821155114,1265,2,6,0,1,5,115.477776,38.870968,36,5010,115.509502,38.893385,6,"1"
20140821155126,5552,2,3,1,2,8,115.151085,38.707417,32,1869,115.152103,38.711524,6,"1"
20140821155159,5398,2,6,0,1,5,114.631540,38.806810,22,3086,114.899042,38.807233,6,"1"
20140821155213,4542,3,3,0,1,9,115.500000,38.819168,21,9299,115.503503,38.821234,1,"1"
20140821155239,569,2,1,1,2,2,115.452980,38.874058,23,9102,115.478965,38.875958,1,"1"
20140821155244,8350,2,6,0,1,5,115.443440,38.865097,25,553,115.443900,38.868556,8,"1"
20140821155245,7720,2,2,0,1,5,115.454170,38.881390,34,4900,115.472702,38.881695,6,"1"
20140821155322,8549,2,6,0,1,5,115.801000,39.241352,23,11414,115.822805,39.269370,1,"1"
20140821155341,5107,3,3,0,1,9,115.462250,38.865200,28,3864,115.468225,38.865958,6,"1"
20140821155345,379,2,1,1,2,7,116.047950,39.541040,30,11219,116.064401,39.545301,1,"1"
20140821155345,5153,2,1,1,2,7,115.355580,38.757980,29,9647,115.366777,38.763351,1,"1"
20140821155353,660,2,1,1,2,2,115.065830,38.377780,18,8808,115.078907,38.384980,1,"1"
20140821155358,9372,2,1,0,1,5,115.474170,38.881943,25,7921,115.475603,38.884061,8,"1"
20140821155443,2748,2,6,0,1,6,115.532720,38.846070,29,9086,115.546104,38.856827,1,"1"
20140821155514,902,2,1,1,2,7,115.455765,38.902897,27,4876,115.474012,38.907376,6,"1"
20140821155627,1798,2,6,0,1,5,116.101280,38.971115,27,5331,116.104496,38.981052,6,"1"
20140821155637,2979,2,1,1,2,7,116.032104,39.107105,34,6270,116.033138,39.124422,6,"1"
20140821155642,2857,2,1,1,2,7,115.322480,38.405500,26,2114,115.326507,38.408776,6,"1"
20140821155649,7630,2,2,0,1,5,115.489420,38.862667,33,3857,115.503257,38.863682,6,"1"
20140821155724,7010,2,1,1,2,7,115.716510,38.826890,31,10604,115.896262,38.955581,1,"1"
20140821155730,9814,2,1,1,2,7,115.452720,38.888570,30,4851,115.467899,38.896678,6,"1"
20140821155749,9850,2,6,0,1,5,115.505554,38.871113,34,9208,115.509003,38.871162,1,"1"
20140821155817,9283,2,2,0,2,4,115.476500,38.856533,25,658,115.482749,38.861449,3,"1"
20140821155821,3518,2,1,1,2,7,115.502010,38.860996,38,4967,115.514080,38.861674,6,"1"
20140821155830,588,2,1,1,2,7,115.447395,39.257725,32,4539,115.465064,39.267562,6,"1"
20140821155831,6255,2,6,0,1,5,116.029890,39.178616,40,6239,116.078526,39.180666,6,"1"
20140821155840,230,2,1,1,2,7,115.338580,38.416530,20,2155,115.387931,38.469547,6,"1"
20140821160020,4879,2,7,0,2,8,115.904930,39.039604,16,5517,116.242491,39.094523,6,"1"
20140821160025,5749,2,1,1,2,7,116.090670,38.996610,30,10772,116.099712,38.998916,1,"1"
20140821160030,4959,2,6,0,1,6,115.464680,38.932940,35,9228,115.479761,38.943936,1,"1"
20140821160039,2601,2,4,0,1,6,115.488050,38.853333,23,9312,115.491666,38.864525,1,"1"
20140821160107,3096,1,2,1,1,5,115.436570,38.964630,33,7356,115.451286,39.067475,8,"1"
20140821160116,6970,2,1,1,2,2,115.450040,38.816370,32,8992,115.473863,38.816616,1,"1"
20140821160121,3034,2,1,1,2,7,114.973850,38.513950,16,8723,114.993162,38.517535,1,"1"
20140821160201,4671,2,1,1,2,7,114.936000,38.728400,25,3127,114.963891,38.746715,6,"1"
20140821160231,9850,2,6,0,1,5,115.511110,38.878613,30,5982,115.696557,39.284221,6,"1"
20140821160232,7959,2,2,0,1,5,115.504420,38.864796,28,3754,115.504692,38.869055,6,"1"
20140821160242,9899,2,6,0,1,5,115.474340,38.890070,22,4925,115.475418,38.890542,6,"1"
20140821160321,7687,3,1,0,1,6,115.483490,38.889053,34,9194,115.483595,38.889103,1,"1"
20140821160324,5411,1,2,1,1,5,115.454720,38.865000,25,8000,115.455761,38.867313,8,"1"
20140821160348,3397,3,3,0,1,9,116.109340,38.988250,31,5470,116.117096,38.990216,6,"1"
20140821160353,2524,2,1,1,2,7,115.478430,39.348877,22,4631,115.496007,39.350918,6,"1"
20140821160507,7178,2,5,0,1,5,114.692250,38.636250,25,3014,114.987938,38.747679,6,"1"
20140821160526,9495,2,1,1,2,7,115.465140,38.883880,32,9112,115.466744,38.887305,1,"1"
20140821160548,7787,1,1,1,2,1,115.336235,39.013660,23,9147,115.363791,39.014231,3,"1"
20140821160623,7623,3,3,0,1,9,114.936000,38.728400,31,3058,114.948440,38.742318,6,"1"
20140821160625,477,1,2,1,1,5,115.565834,38.942500,31,26,115.573532,38.956745,8,"1"
20140821160628,2391,2,1,1,2,7,115.490135,38.766407,28,1947,115.501468,38.784490,6,"1"
20140821160646,9568,2,1,1,2,7,115.020920,38.502950,30,806,115.026080,38.514317,6,"1"
20140821160706,5556,2,6,0,1,5,115.443810,38.909120,25,4539,115.465064,39.267562,6,"1"
20140821160721,5265,2,1,1,2,7,114.698450,39.346470,24,5654,114.721733,39.352696,6,"1"
20140821160733,6543,3,3,0,1,9,115.483150,38.766610,26,3334,115.493495,38.770862,6,"1"
20140821160756,4206,2,1,1,2,7,114.566030,39.315740,27,10791,114.612833,39.344521,1,"1"
20140821160804,2235,2,1,1,2,7,115.488830,39.318010,38,4671,115.494498,39.358345,6,"1"
20140821160835,6152,2,1,1,2,7,116.000780,39.490240,34,7163,116.005168,39.497217,6,"1"
20140821160852,3167,2,1,1,2,2,115.333930,38.409420,29,8872,115.337879,38.410840,1,"1"
20140821160858,1664,2,1,1,2,7,115.970000,39.489445,28,6523,116.000125,39.490041,6,"1"
20140821160913,4102,1,2,1,2,4,115.775900,38.688683,36,3536,115.779776,38.689377,6,"1"
20140821160917,7142,3,3,0,1,9,115.484440,38.854717,32,4940,115.484951,38.857333,6,"1"
20140821160924,2178,2,1,1,2,7,115.335170,38.424660,37,8034,115.355037,38.434296,1,"1"
20140821160931,50,2,2,0,1,5,115.290550,38.747550,26,1887,115.479272,38.784315,6,"1"
20140821160941,2338,3,1,0,1,5,115.415750,38.848890,29,7310,115.441688,38.887165,8,"1"
20140821160943,4662,3,3,0,1,9,115.495100,39.349384,27,4631,115.496007,39.350918,6,"1"
20140821160958,9372,2,1,0,1,5,115.470000,38.924200,21,9228,115.479761,38.943936,1,"1"
20140821161034,8533,3,3,0,1,9,116.037920,39.133220,38,6210,116.081877,39.144145,6,"1"
20140821161047,270,2,1,1,2,7,114.750740,38.604733,17,3342,115.472287,38.624114,6,"1"
20140821161053,9437,2,1,1,2,7,115.320560,38.416110,33,8860,115.335131,38.424071,1,"1"
20140821161103,3069,2,1,1,2,7,115.449670,38.864200,29,10501,115.465028,38.871710,1,"1"
20140821161145,2821,2,1,0,1,5,115.486780,38.844566,26,7913,115.486974,38.857733,8,"1"
20140821161151,6727,2,1,1,2,2,115.466270,38.812340,32,10494,115.474694,38.814135,1,"1"
20140821161215,4245,2,1,1,2,7,115.502170,39.325970,16,4606,115.502821,39.347765,6,"1"
20140821161220,3452,2,1,1,2,7,115.465800,38.852870,30,10490,115.472688,38.857579,1,"1"
20140821161247,1405,2,1,1,2,7,114.748690,38.854320,38,4234,114.761907,38.857614,6,"1"
20140821161257,243,2,1,1,2,7,115.517080,38.883602,33,3850,115.525493,38.885016,6,"1"
