USERID,INCOME,ENTERTAINMENT,BABY,GENDER,SHOPPING
7440,03,03,0,01,03
8320,01,02,1,02,04
8841,02,02,0,01,05
8131,03,05,0,01,02
938,03,03,0,01,09
2628,02,06,0,01,05
1375,02,01,1,02,07
1695,02,01,1,02,07
9245,02,06,0,01,05
2653,01,01,0,01,03
4925,01,02,0,01,05
1583,03,03,0,01,09
589,02,01,1,02,07
7716,02,06,0,01,05
971,03,03,0,01,09
2131,03,03,0,01,09
5261,02,06,0,01,05
3488,02,01,1,02,07
968,02,01,1,02,07
6623,02,02,0,01,05
665,02,06,0,01,05
6351,02,01,1,02,02
3570,02,01,1,02,02
7708,02,04,0,01,06
6221,02,05,0,01,01
9303,03,05,0,01,09
9929,02,06,0,01,05
2188,02,01,0,01,05
9921,03,03,0,01,09
5687,01,02,0,01,05
1129,03,02,0,01,05
6052,03,03,0,01,09
3037,03,03,0,01,03
525,01,06,0,01,01
8758,01,05,0,01,07
6852,01,02,1,01,05
7705,02,02,0,01,05
8973,03,03,0,01,09
8878,02,02,0,01,08
7114,02,01,1,02,07
2009,03,05,0,01,05
2407,02,01,1,02,07
3020,03,01,1,02,07
7268,01,02,1,01,05
281,02,06,0,01,06
8378,02,06,0,01,05
713,02,05,0,01,03
3067,02,02,0,01,05
2341,01,02,1,01,05
9635,02,01,1,02,07
628,03,03,0,01,09
2226,01,06,0,01,02
9835,02,02,1,02,08
8962,03,03,0,01,09
876,02,01,1,02,07
7626,02,02,0,01,05
2673,02,01,1,02,07
8159,02,04,0,01,02
5258,02,01,1,02,07
7289,02,01,1,02,02
261,02,02,0,01,05
4529,03,05,0,01,08
6613,02,01,1,02,07
6831,02,01,1,02,02
7985,01,02,0,01,01
2743,03,06,0,01,02
7301,03,04,0,01,02
267,02,01,1,02,07
8722,03,05,0,01,08
1836,02,01,0,01,05
9609,03,02,0,01,07
3365,03,01,0,01,09
9624,03,03,0,01,04
3925,03,05,0,01,02
632,01,02,0,01,10
3825,03,03,0,01,09
8717,02,01,1,02,07
9729,03,03,0,01,09
9222,02,01,0,01,01
790,02,01,1,02,02
7896,03,05,0,01,08
7836,02,01,1,02,02
7447,02,05,0,01,08
443,02,01,1,02,07
5124,02,01,1,02,07
5654,02,01,1,02,07
6155,02,01,1,02,07
8376,03,04,0,01,03
8800,02,01,1,02,02
5529,02,01,0,01,07
5729,03,03,0,01,09
9287,02,02,0,01,01
6097,02,01,0,01,05
1325,02,04,0,01,09
2279,01,02,1,01,05
8863,02,07,0,02,08
2486,03,01,0,01,06
9599,02,01,1,02,02
5226,02,06,0,01,05
9594,02,01,1,02,07
1169,01,02,1,01,05
6554,02,02,0,01,05
284,02,02,0,01,05
1705,02,06,0,01,05
715,02,01,1,02,07
2730,02,06,0,01,05
6638,01,02,0,01,06
4628,03,04,0,01,06
4483,02,02,0,01,05
9231,02,06,0,01,05
737,03,03,0,01,09
5997,02,06,0,01,05
1736,02,06,0,01,05
2676,03,04,0,01,05
3485,01,03,0,01,07
2296,03,03,0,01,09
6466,02,06,0,01,05
4322,02,01,1,02,07
7159,02,04,0,01,02
1173,02,06,0,01,05
1450,03,03,0,01,09
1632,02,01,1,02,07
4499,01,05,0,01,10
5560,02,01,1,02,07
6,03,03,0,01,09
1190,03,04,0,01,06
6895,01,06,0,01,09
5574,01,02,1,01,05
2064,02,01,1,02,02
6730,02,01,1,02,02
3891,02,01,1,02,02
6441,02,01,1,02,07
6166,02,01,0,01,05
1472,02,04,0,02,02
8165,02,01,1,02,02
9187,03,03,0,01,09
3139,02,01,1,02,07
5086,03,03,0,01,09
1035,02,01,1,02,07
5899,02,01,1,02,07
3606,02,01,1,02,07
1370,01,02,1,01,05
3761,03,03,0,01,09
1012,03,06,0,01,09
2163,03,03,0,01,09
873,01,02,1,01,05
3578,02,01,0,01,09
5329,03,03,0,01,09
8095,02,01,1,02,07
838,02,01,1,02,07
2242,02,01,1,02,02
514,02,02,0,01,05
9812,02,04,0,02,05
987,03,03,0,01,10
6049,03,04,0,01,07
963,01,02,1,01,05
5478,03,03,0,01,09
7535,01,05,0,01,08
5695,02,06,0,01,05
6903,03,03,0,01,09
3581,01,02,1,02,04
2608,02,06,0,01,05
8906,03,02,0,01,08
4773,02,02,1,02,02
3426,03,03,0,01,09
7690,02,06,0,01,05
9828,03,03,0,01,09
660,02,01,1,02,02
1826,02,01,1,02,07
758,01,05,0,01,05
2363,01,02,1,01,05
9640,01,03,0,01,08
2120,03,01,0,01,06
5778,03,03,0,01,09
8230,02,01,1,02,07
2044,02,06,0,01,05
95,02,01,1,02,02
9387,03,03,0,01,09
4600,02,02,0,01,05
7925,03,06,0,01,02
5578,02,01,1,02,07
1687,03,05,0,01,03
1374,02,06,0,01,05
344,02,01,1,02,07
9601,02,04,0,01,05
3592,02,06,0,01,05
1456,02,01,1,02,07
8916,02,01,1,02,07
2738,02,01,1,02,07
8362,01,05,0,01,02
9883,03,04,0,01,02
4989,03,03,0,01,09
5220,02,01,1,02,07
2925,02,01,1,02,07
4663,02,01,1,02,02
107,02,07,0,02,08
7057,01,02,1,01,05
2076,01,02,1,01,05
6379,03,03,0,01,09
368,01,02,1,01,05
7236,02,01,0,01,06
7898,02,01,1,01,06
4713,03,03,0,01,09
2625,02,01,1,02,07
1872,02,06,0,01,05
9756,01,02,1,01,05
7681,03,03,0,01,09
9691,01,03,0,01,08
1861,03,03,0,01,09
7556,02,01,1,02,07
8243,02,01,1,02,07
5826,02,06,0,01,05
3456,03,01,0,01,05
723,02,01,1,02,07
3185,03,02,0,01,04
7216,02,01,1,02,07
5171,01,01,0,01,03
9614,02,01,1,02,02
2356,02,06,0,01,05
5147,02,01,1,02,07
6027,03,03,0,01,09
7995,03,03,0,01,09
5439,02,01,1,02,07
3279,01,04,0,01,10
9370,02,02,0,01,05
4847,02,04,0,01,02
562,01,03,0,01,09
2768,01,03,0,01,05
4445,02,01,0,01,04
6606,02,05,0,01,06
5210,03,03,0,01,09
6762,01,02,0,01,04
2820,03,01,0,01,07
2967,02,01,1,02,07
9261,02,01,1,02,02
128,02,02,0,01,09
4034,01,02,1,01,05
3610,03,04,0,01,01
4664,02,04,0,01,06
6204,02,02,0,01,08
7400,02,01,1,02,07
3619,02,06,0,01,05
8349,02,06,0,01,05
8989,03,03,0,01,09
8113,03,01,0,01,05
910,02,01,0,01,05
1263,03,02,0,01,04
8888,02,01,1,02,07
1491,02,02,0,01,07
8148,02,05,0,01,06
4330,03,01,0,01,02
8753,03,03,0,01,09
1380,02,01,1,02,02
4698,03,03,0,01,09
8839,02,01,0,01,05
2767,02,01,0,01,05
377,03,03,0,01,09
5971,02,01,1,02,02
200,01,02,0,01,05
9818,02,01,1,02,02
5293,02,02,1,02,08
9711,02,01,1,02,07
8339,02,02,0,01,05
2003,02,01,1,02,07
4175,02,02,0,01,02
5377,02,01,1,02,07
240,02,01,1,02,02
3322,02,03,1,02,08
3190,02,01,1,02,07
4309,02,01,1,02,07
8698,02,01,1,02,07
1250,02,01,1,02,07
654,01,02,1,01,05
3269,02,01,1,02,02
445,03,03,0,01,09
3935,02,06,0,01,05
7314,02,01,1,02,07
4061,01,01,1,02,01
9052,02,02,0,01,05
439,02,06,0,01,05
9030,02,01,1,02,02
8815,02,01,1,02,07
9577,03,04,0,01,07
2073,03,03,0,01,09
6462,02,01,1,02,07
635,02,01,0,01,05
1342,02,06,0,01,05
4809,01,02,1,01,05
9657,01,04,0,01,08
3901,03,01,0,01,03
8155,03,03,0,01,09
3027,02,06,0,01,05
5877,02,01,1,02,07
2345,02,01,1,02,02
184,02,01,1,02,07
9795,02,01,0,01,05
5433,02,01,1,02,07
4849,03,03,0,01,09
7989,02,03,1,02,08
8471,02,01,1,02,02
1409,02,01,1,02,07
2824,01,05,0,01,10
5510,02,02,0,01,05
7790,01,01,1,02,01
6493,03,03,0,01,09
3432,02,01,1,02,02
9382,02,02,0,01,05
4233,01,02,0,01,06
4576,02,01,1,02,07
7444,01,04,0,01,06
1362,02,01,1,02,02
8955,03,03,0,01,09
8314,03,03,0,01,09
5970,02,01,1,02,07
5473,02,01,1,02,02
46,02,01,1,02,07
9681,03,01,0,01,06
8972,01,06,0,01,06
2336,02,02,0,01,05
1711,01,04,0,01,09
9826,02,02,0,01,10
8064,02,01,1,02,07
400,01,06,0,01,07
2103,02,01,1,02,02
9475,02,02,0,01,05
5398,02,06,0,01,05
4621,03,03,0,01,09
2151,03,03,0,01,09
4009,02,01,1,02,02
1387,02,01,1,02,02
9248,03,05,0,01,07
6277,01,04,0,01,09
6621,03,03,0,01,09
7642,02,01,1,02,07
2461,02,01,0,01,01
4848,02,01,1,02,07
8072,02,01,0,02,02
9899,02,06,0,01,05
4515,03,03,0,01,09
5930,02,01,1,02,07
2876,02,06,0,01,05
2505,02,01,1,02,07
3584,02,02,0,01,05
5825,03,03,0,01,09
5490,02,01,1,02,07
5674,03,03,0,01,09
83,02,06,0,01,05
4669,03,03,0,01,09
8049,03,02,0,01,10
8818,03,02,0,01,04
946,02,06,0,01,05
8745,02,01,1,02,02
6109,02,02,0,01,05
6568,03,03,0,01,09
6731,02,01,0,01,05
9655,02,01,1,02,02
5696,03,03,0,01,09
1996,02,01,1,02,02
6668,01,02,0,01,06
3749,02,01,1,02,07
5677,03,04,0,01,09
2708,03,03,0,01,09
3001,03,04,0,01,04
3057,02,01,1,02,02
1921,01,04,0,01,07
4357,03,03,0,01,09
7123,02,01,1,02,07
6977,02,06,0,01,06
7911,03,03,0,01,05
1983,01,04,0,01,06
6684,03,03,0,01,09
8868,02,03,0,01,02
498,02,01,1,02,07
1148,02,02,0,01,01
5477,01,02,0,01,03
3547,03,03,0,01,08
2388,03,03,0,01,09
6871,02,01,1,02,07
8156,02,01,1,02,07
7897,01,03,0,01,07
5136,01,04,0,01,05
4196,02,02,0,01,05
5721,03,03,0,01,09
1439,02,02,0,01,05
3942,01,02,0,01,05
1150,02,06,0,01,05
9679,02,01,1,02,02
8619,03,05,0,01,08
3402,02,05,0,01,05
2435,02,07,0,02,08
402,02,06,0,01,05
5379,03,01,0,01,06
1888,02,06,0,01,05
4247,02,06,0,01,05
4852,03,03,0,01,09
5872,01,02,1,01,05
3306,01,02,1,01,05
2398,03,03,0,01,09
2649,02,01,1,02,07
7940,02,06,0,01,05
9313,02,01,1,02,07
3454,01,03,0,01,04
720,03,03,0,01,09
8997,02,01,1,02,07
7803,01,05,0,01,03
5334,01,01,0,01,04
6886,02,01,1,02,02
9644,02,05,0,01,10
2576,02,01,1,02,07
9827,02,01,1,02,02
5065,03,02,0,01,03
2830,02,03,1,02,08
7496,02,01,1,02,07
3792,02,01,1,02,07
8943,02,01,1,02,02
861,02,06,0,01,07
8666,02,01,1,02,07
6242,03,05,0,01,08
1694,02,01,1,02,07
9244,02,01,1,02,07
1588,02,02,0,01,03
4644,03,03,0,01,09
3249,02,01,1,02,07
9198,03,03,0,01,09
4661,02,01,0,01,09
6915,03,02,0,01,05
2039,03,03,0,01,09
6023,02,01,1,02,07
4846,02,05,0,01,05
3574,02,01,1,02,07
4776,02,07,0,02,08
5434,01,04,0,01,03
4861,02,06,0,01,05
336,01,02,1,01,05
3571,02,01,1,02,02
6215,01,02,1,01,05
7147,01,02,0,01,09
3024,02,06,0,01,05
1021,02,01,1,02,07
3557,02,01,1,02,07
5500,02,02,0,01,05
5728,02,01,0,01,05
5628,01,06,0,01,10
1853,01,02,0,01,05
9129,03,03,0,01,09
1396,02,01,1,02,07
9636,01,05,0,01,02
6190,02,03,0,01,02
3551,01,01,0,01,03
623,02,06,0,01,05
1285,02,01,0,01,05
1829,03,01,0,01,05
2686,02,01,1,02,07
5691,01,02,1,01,05
6624,01,02,1,01,05
2915,02,04,0,01,01
9047,02,01,1,02,07
9324,01,06,0,01,04
1524,01,01,1,02,01
3591,03,05,0,01,10
8318,03,01,0,01,01
4920,03,03,0,01,09
4147,02,01,1,02,02
7457,03,01,0,01,05
1729,02,01,1,02,07
4502,02,01,0,01,08
5562,01,02,1,01,05
3766,02,05,0,01,05
2773,02,01,1,02,07
2084,03,02,0,01,07
9412,02,01,1,02,02
1188,02,01,1,02,02
8851,02,06,0,01,05
6145,02,01,1,02,07
2122,02,01,1,02,07
3939,02,02,0,01,05
8431,02,01,1,02,02
2453,03,05,0,01,02
2721,02,01,1,02,07
4113,02,02,0,01,06
2690,03,03,0,01,09
5941,02,01,1,02,07
832,03,03,0,01,09
5283,02,01,1,02,07
3161,03,03,0,01,09
7799,01,03,0,01,05
5269,02,06,0,01,05
2200,03,04,0,01,06
6184,02,01,1,02,07
7221,02,07,0,02,08
101,02,01,1,02,07
1690,02,01,1,02,07
5993,02,07,0,02,08
6632,02,01,1,02,07
9488,02,03,0,01,07
5035,01,02,1,02,04
1867,03,02,0,01,07
4362,02,06,0,01,05
6406,02,01,1,02,07
2157,03,01,0,01,06
9616,01,04,0,01,10
8138,02,01,0,01,05
2785,02,01,1,02,02
880,03,04,0,01,08
6138,03,03,0,01,09
4868,03,03,0,01,09
961,02,01,1,02,02
4476,03,03,0,01,09
4725,01,02,1,01,05
6476,02,03,0,01,03
3241,02,01,1,02,07
1321,02,01,1,02,07
2112,03,05,0,01,05
216,02,01,1,02,07
1626,03,03,0,01,09
5079,02,06,0,01,07
7050,03,05,0,01,10
5211,02,01,1,02,02
3782,02,01,1,02,07
8990,02,06,0,01,05
9515,03,01,0,01,06
2792,02,06,0,01,07
7239,02,03,1,02,08
6634,01,02,1,01,05
9301,02,06,0,01,04
836,02,01,1,02,02
9667,02,02,0,01,05
8197,02,06,0,01,05
1659,02,02,0,01,05
3447,02,06,0,01,05
6297,02,01,1,02,02
142,02,01,1,02,07
8697,01,02,1,01,05
5701,01,02,1,01,05
9225,01,02,1,01,05
352,02,01,1,02,07
1941,02,06,0,01,05
5835,02,01,1,02,02
460,02,03,0,01,01
5276,02,01,1,02,07
7391,03,03,0,01,09
5597,02,06,0,01,05
2494,03,03,0,01,05
2422,02,01,1,02,07
5948,02,06,0,01,05
9504,03,02,0,01,06
7445,01,02,0,01,01
4897,02,01,1,02,07
3028,03,03,0,01,09
8255,03,01,0,01,06
9351,03,03,0,01,09
1616,02,01,1,02,07
9562,01,02,1,01,05
6189,02,01,1,02,02
8713,02,04,0,01,01
1544,01,02,0,01,02
5980,02,01,1,02,07
7830,03,03,0,01,09
6038,03,01,0,01,07
9273,02,01,1,02,07
505,02,01,1,02,02
2340,02,01,1,02,07
637,03,06,0,01,06
4753,02,01,1,02,02
4716,02,01,1,02,02
8946,02,04,0,01,06
6530,02,01,1,02,02
8614,01,03,0,01,10
7937,01,03,0,01,03
5135,03,05,0,01,10
6905,03,03,0,01,09
7986,02,01,1,02,07
631,02,04,0,01,03
4634,03,04,0,01,09
3392,02,01,1,02,07
8777,02,06,0,01,05
5743,03,03,0,01,09
5487,02,01,1,02,02
3091,02,01,1,02,07
7327,02,06,0,01,05
1564,03,03,0,01,09
5962,01,04,0,01,03
238,03,03,0,01,09
7074,02,01,1,02,07
3108,02,01,1,02,07
9011,02,06,0,01,05
7520,02,01,1,02,02
2928,02,02,0,01,05
374,02,01,1,02,07
3248,03,03,0,01,09
3770,03,05,0,01,08
9117,03,03,0,01,09
5188,02,01,1,02,07
1912,02,01,1,02,07
9810,02,01,0,01,05
8954,02,06,0,01,06
6648,02,01,1,02,07
7009,03,03,0,01,09
3678,03,03,0,01,09
5811,01,01,0,01,02
9532,02,01,0,01,05
6014,03,03,0,01,09
7967,02,06,0,01,05
537,03,01,0,01,04
7424,03,02,0,01,08
2320,02,01,1,02,02
5372,03,05,0,01,06
8462,02,04,0,01,06
8392,03,02,0,01,05
6008,02,01,1,02,07
7075,02,06,0,01,05
1294,02,02,0,01,05
8582,03,03,0,01,09
9448,03,03,0,01,09
4303,02,01,1,02,07
8126,02,01,0,01,08
1609,03,04,0,01,01
3656,02,01,0,01,05
6928,02,01,1,02,07
2060,02,01,1,02,07
4756,02,01,1,02,07
6411,02,06,0,01,05
2324,01,06,0,01,03
3494,02,01,1,02,07
698,03,03,0,01,09
384,02,03,1,02,08
7782,03,03,0,01,09
5224,02,02,0,01,04
3974,02,01,0,01,05
5830,02,01,0,01,05
2565,02,01,1,02,07
6786,02,01,1,02,07
3088,01,02,1,01,05
7358,02,01,1,02,02
5681,02,05,0,01,10
5595,02,01,1,02,02
994,02,01,0,01,05
2909,02,04,0,01,10
6286,01,02,0,01,08
6997,01,01,0,01,07
3189,02,01,1,02,07
3071,02,01,1,02,07
904,02,06,0,01,05
1522,01,02,0,01,03
869,01,02,1,01,05
1182,02,02,0,01,05
2274,03,01,0,01,03
1107,02,02,0,01,05
9782,03,03,0,01,09
4650,03,03,0,01,09
559,03,03,0,01,09
8905,02,01,0,01,05
5591,02,01,1,02,07
1225,02,06,0,01,05
8273,03,03,0,01,09
9437,02,01,1,02,07
3855,02,01,1,02,02
5588,02,01,1,02,07
6906,02,01,1,02,02
6514,02,02,0,01,05
3144,01,05,0,01,04
9890,01,04,0,01,07
9174,01,01,1,02,01
3109,02,01,1,02,02
3526,01,06,0,01,02
4715,03,03,0,01,09
2038,02,01,1,02,02
341,02,02,0,01,05
56,02,01,0,01,05
9608,02,06,0,01,05
389,03,04,0,01,03
8577,02,01,1,02,07
3502,02,01,1,02,02
1743,02,06,0,01,05
1379,02,01,1,02,02
2656,02,01,1,02,07
2458,02,03,0,01,02
2556,03,02,0,01,04
1570,02,01,1,02,02
3910,02,03,0,01,06
7757,01,04,0,01,03
1555,01,01,0,01,05
5998,02,06,0,01,05
3050,02,01,1,02,02
5712,01,01,0,01,07
2094,02,06,0,01,05
8911,03,01,0,01,06
8370,02,06,0,01,05
9003,03,01,0,01,05
2139,01,01,0,01,04
8381,01,02,1,01,05
3216,03,03,0,01,09
376,02,04,0,01,06
2208,01,01,0,01,02
3259,01,04,0,01,10
3110,03,06,0,01,08
3472,02,01,0,01,06
494,03,03,0,01,09
2797,01,06,0,01,04
239,03,03,0,01,09
8931,01,02,1,01,05
6378,02,06,0,01,05
9714,02,01,1,02,07
878,02,06,0,01,05
8307,01,06,0,01,08
8944,02,02,0,01,08
6618,02,01,1,02,07
5239,02,01,1,02,07
3560,02,01,1,02,07
1563,03,03,0,01,09
8690,02,01,1,02,02
79,02,01,1,02,02
4761,03,03,0,01,09
7017,03,03,0,01,09
5747,02,06,0,01,09
3567,02,06,0,01,05
4215,01,03,0,01,05
8149,02,02,0,01,05
5990,02,06,0,01,05
3210,02,05,0,01,09
177,02,01,1,02,07
9866,02,05,0,01,03
3765,01,06,0,01,10
277,03,05,0,01,09
616,02,01,1,02,07
2609,01,06,0,01,05
1404,03,03,0,01,03
760,01,02,0,01,09
6287,02,06,0,01,06
3327,02,06,0,01,05
2265,01,04,0,01,02
2138,02,01,1,02,07
3967,01,03,0,01,06
778,02,02,0,01,05
4039,01,02,1,01,05
1093,01,03,0,01,07
1241,02,01,1,02,07
9218,01,04,0,01,10
9656,03,01,0,01,04
9842,03,03,0,01,09
1625,02,01,1,02,02
6856,02,02,0,01,05
9463,03,03,0,01,09
2551,01,06,0,01,03
3977,03,03,0,01,09
9779,03,03,0,01,09
4058,03,03,0,01,09
920,03,03,0,01,09
4498,02,01,1,02,02
9754,02,01,1,02,07
3129,02,01,1,02,02
6675,02,07,0,02,08
4082,02,02,0,01,05
5199,01,05,0,01,03
7498,02,06,0,01,05
7291,03,03,0,01,09
115,03,03,0,01,09
7170,03,03,0,01,09
8357,02,01,1,02,07
1881,03,03,0,01,09
6131,02,01,0,01,05
3348,02,01,0,01,05
5845,02,04,0,01,06
6733,02,01,1,02,07
3832,02,06,0,01,05
2454,02,06,0,01,05
6323,02,01,1,02,07
499,02,01,1,02,07
5860,02,01,1,02,02
2980,02,01,1,02,07
1070,02,02,0,01,05
2017,01,02,1,01,05
3506,03,01,0,01,07
53,03,01,0,01,06
5655,01,03,0,01,10
3990,03,03,0,01,04
326,02,01,1,02,07
5769,03,02,0,01,10
9598,01,03,0,01,06
4164,03,03,0,01,09
3893,02,01,1,02,02
2503,03,03,0,01,09
8803,03,03,0,01,09
1642,01,06,0,01,03
3191,03,03,0,01,09
8844,01,02,0,01,06
5854,02,01,1,02,02
1984,01,01,0,01,08
683,01,02,0,01,09
6902,02,01,0,01,05
4081,02,01,1,02,07
9547,03,05,0,01,04
9321,02,01,1,02,07
6744,03,03,0,01,09
7390,02,01,0,01,10
8162,01,02,1,01,05
4623,03,03,0,01,09
2171,03,01,0,01,02
8127,03,03,0,01,09
792,02,01,1,02,02
1104,02,02,0,01,05
3142,02,01,1,02,07
3442,02,02,0,01,03
2665,03,03,0,01,09
6506,02,06,0,01,05
5765,01,02,1,01,05
7504,03,03,0,01,09
694,03,03,0,01,09
2478,02,01,1,02,07
328,02,04,0,01,06
9762,02,01,1,02,02
801,03,02,0,01,07
1060,02,01,1,02,07
4654,02,01,1,02,02
8070,01,02,1,01,05
6818,02,05,0,01,06
1505,02,02,0,01,05
5458,01,02,1,01,05
6955,01,02,1,02,08
4411,02,06,0,01,05
8682,03,03,0,01,09
6907,02,03,0,01,10
1549,03,03,0,01,09
2101,02,03,0,01,05
7668,03,03,0,01,09
4464,01,03,0,01,03
3130,02,01,1,02,07
2397,03,03,0,01,09
3298,03,03,0,01,09
4549,02,04,0,01,10
8361,02,06,0,01,04
41,03,04,0,01,04
6085,02,01,1,02,07
8599,02,06,0,01,05
4673,02,02,0,01,05
3289,03,03,0,01,09
2109,03,03,0,01,09
7674,02,01,1,02,07
1346,02,01,1,02,02
4159,02,01,1,02,02
5566,01,03,0,01,09
5457,02,01,0,01,02
7713,03,03,0,01,09
1777,02,01,1,02,07
3909,02,01,1,02,02
9165,02,01,0,01,05
5955,01,02,1,01,05
7722,02,04,0,01,01
6407,02,05,0,01,08
7308,01,02,1,01,05
3550,02,07,0,02,08
9719,02,01,1,02,07
5192,03,03,0,01,09
5032,03,01,0,01,08
6857,02,02,0,01,05
8190,02,01,1,02,07
1811,02,01,1,02,07
7539,01,02,1,02,04
4784,03,03,0,01,09
8406,02,01,1,02,02
9758,03,03,0,01,09
6340,02,01,1,02,07
7797,02,01,1,02,02
4168,02,06,0,01,05
8001,03,03,0,01,09
7427,02,01,1,02,07
8264,02,01,1,02,07
6475,02,04,0,01,03
9632,02,01,1,02,02
4133,01,02,1,01,05
2597,02,01,1,02,02
3776,02,01,1,02,07
641,01,02,1,01,05
7189,02,03,0,01,06
6060,02,05,0,01,05
5460,02,01,1,02,02
8700,01,02,1,01,05
6107,02,01,1,02,07
964,02,01,1,02,02
9108,02,05,0,01,06
322,02,01,1,01,06
4161,02,01,1,02,02
8075,02,02,0,01,05
3292,01,02,1,01,05
7691,02,06,0,01,06
6232,02,01,1,02,07
7867,02,06,0,01,05
4887,02,01,0,01,05
8016,02,01,1,02,02
9358,01,01,0,01,03
3790,01,05,0,01,06
1095,01,02,1,01,05
1007,02,06,0,01,05
9943,02,01,1,02,07
3350,02,01,0,01,05
3798,03,03,0,01,09
7065,02,03,0,01,04
5162,02,01,1,02,02
9506,03,03,0,01,09
4599,02,02,0,02,04
9046,02,01,1,02,07
4520,01,02,1,01,05
7649,02,01,1,02,07
8927,02,06,0,01,05
2742,02,01,1,02,07
1013,02,01,1,02,02
1980,02,01,1,02,07
8913,02,01,1,02,02
3111,03,02,0,01,10
7963,01,02,1,01,05
8076,02,01,1,02,07
6387,03,03,0,01,09
7999,02,01,1,02,07
7451,02,06,0,01,05
2378,02,01,1,02,07
8316,02,02,0,01,05
2371,02,01,1,02,07
4612,01,02,1,01,05
1916,02,06,0,01,05
6490,02,06,0,01,05
4249,02,03,1,02,08
8175,02,01,1,02,07
7292,01,03,0,01,09
4631,01,05,0,01,07
9870,02,01,1,02,02
1282,03,03,0,01,09
2055,02,01,1,02,07
8897,03,03,0,01,09
2116,02,06,0,01,05
828,03,03,0,01,09
1345,02,01,1,02,07
462,02,06,0,01,05
8416,03,03,0,01,09
2995,02,01,1,02,07
4659,01,01,1,02,01
7419,02,01,1,02,07
3032,02,01,1,02,07
5801,03,05,0,01,06
7230,02,01,1,02,07
1101,03,02,0,01,05
1231,02,01,1,02,02
7570,02,01,1,02,02
8545,02,01,1,02,07
3728,03,05,0,01,01
3406,02,01,1,02,07
2289,01,02,0,01,05
273,02,03,1,02,08
406,02,01,1,02,07
2213,03,03,0,01,09
2372,01,04,0,01,06
6815,03,01,0,01,05
7919,02,02,0,01,08
4098,01,02,0,01,05
5467,02,01,1,02,07
8066,02,01,1,02,02
4101,03,03,0,01,09
7369,01,02,1,01,05
1079,03,03,0,01,09
1618,02,01,1,02,02
4384,02,03,1,02,08
8971,02,01,1,02,07
6581,02,01,1,02,07
7113,03,03,0,01,09
5339,02,01,1,02,07
2234,02,06,0,01,05
6753,02,01,1,02,07
8915,02,01,1,02,02
9425,02,02,0,01,05
3517,02,06,0,01,05
3968,02,06,0,01,05
9264,02,01,1,02,07
6116,02,01,1,02,02
4015,02,01,0,01,10
5103,02,01,1,02,07
9852,02,02,0,01,05
9611,02,01,1,02,07
1406,02,06,0,01,05
932,02,06,0,01,05
1780,02,01,1,02,02
7808,02,01,1,02,02
1791,01,02,0,01,06
6040,02,04,0,01,01
7346,03,03,0,01,09
2867,02,01,1,02,07
6010,01,01,0,01,10
7094,02,02,0,01,05
2182,02,06,0,01,02
3200,03,03,0,01,09
4324,03,03,0,01,09
1014,03,03,0,01,09
9150,03,03,0,01,09
7526,03,03,0,01,09
8727,02,01,1,02,07
1163,03,03,0,01,09
7961,02,05,0,01,05
5381,03,03,0,01,09
6007,03,05,0,01,07
2468,02,01,1,02,07
4280,01,02,1,01,05
4695,01,06,0,01,02
6974,02,03,0,01,08
9227,02,06,0,01,05
6068,03,01,0,01,06
4242,02,01,1,02,02
7337,02,01,1,02,07
756,02,01,1,02,07
2729,02,06,0,01,05
8242,03,03,0,01,09
5744,02,01,0,01,05
5133,02,01,1,02,07
1309,03,01,0,01,02
1680,03,03,0,01,09
825,03,05,0,01,09
9496,02,06,0,01,07
2699,02,01,1,02,07
3851,03,03,0,01,09
9113,02,01,1,02,02
4300,02,01,1,02,07
6608,02,01,1,02,02
2319,02,01,1,02,07
9500,03,03,0,01,09
3698,02,01,1,02,07
6217,02,01,1,02,07
517,02,02,0,01,05
9371,02,06,0,01,05
7795,03,01,0,01,06
944,02,01,1,02,07
1698,01,02,1,01,05
3830,02,05,0,01,06
7423,02,06,0,01,05
8257,02,01,1,02,07
2554,02,05,0,01,03
8965,02,01,0,01,05
7833,03,03,0,01,09
7209,02,01,1,02,07
6881,02,01,0,01,05
2624,02,06,0,01,05
4689,03,03,0,01,09
2567,02,01,1,02,02
2004,02,01,1,02,07
2211,02,06,0,01,04
7731,02,01,1,02,07
2142,02,01,1,02,07
896,02,01,0,01,05
4797,02,01,1,02,02
9390,03,03,0,01,09
7409,02,06,0,01,08
9021,02,01,1,02,07
5238,02,01,1,02,07
5454,02,01,0,01,05
4054,03,03,0,01,09
4460,03,03,0,01,02
320,02,06,0,01,05
6727,02,01,1,02,02
2664,02,01,1,02,02
1499,02,01,1,02,02
313,03,01,0,01,06
308,02,01,1,02,02
4717,02,01,1,02,02
7889,02,01,1,02,02
8206,02,01,1,02,07
7994,02,01,1,02,02
3906,02,01,1,02,07
6281,03,04,0,01,09
6726,02,01,0,01,02
1416,02,01,1,02,07
6696,02,04,0,01,04
5462,02,01,1,02,02
9901,02,01,1,02,02
2244,01,02,1,01,05
5762,01,06,0,01,08
5392,02,03,0,01,04
4057,02,01,0,01,05
6748,02,01,1,02,07
7249,02,03,0,01,06
2921,02,05,0,01,06
5241,02,01,0,01,05
6025,02,01,1,02,07
6755,03,01,0,01,06
9709,02,01,1,02,07
1271,03,03,0,01,09
4329,02,01,1,02,02
